unnamed,substudy_num,substudy_source,Alex_PAPER_ID,use_alex_craig,data.source..or.reason.for.exclusion.,data.on.recruit.on.recruit,data.on.older.fish.on.older.fish,Density.areal.units..or.can.be.converted.,Data.set.original..YES.Use.them.or.not.checked..No.use.data.from.another.paper...,is.the.initial.number..taken.at.a.point.in.time..SINGLE..but.this.might.be.multiple.settlement.events...or.is.an.cumulative.number..e.g...sum.settlers..over.every.day.of.summer...if.CUMULATIVE...then.what.is.the.time.scale.of.the.summation.,Number.of.Aggregrated.taxa.,Is good based on  criteria?,Fish Depleted or were Replaced?  Or do we take Beta directly from the paper.,estimation_approach,use_2024,Authors,Article.Title,Source.Title,Abstract,Times.Cited..WoS.Core,Times.Cited..All.Databases,Publication.Date,Publication.Year,Volume,Issue,Start.Page,End.Page,DOI,study_num,study,lat_deci,long_deci,journal,paired_pred,paired_substudy_num,conclusion,rawdata_for_analysis,alpha_2002,alpha_se_2002,beta_2002,beta_se_2002,var_alpha_2002,var_beta_2002,expt_obs,expt_obs_pairs,family,g_sp,trophic_status,trophic_level,habitat,geog_region_2,ocean,predators,age_start,size_start,size_start_units,SL_start
78,93,fig3a-without preds,163,yes,Fig 3a without preds,no,Yes,yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Forrester, GE; Steele, MA",Variation in the presence and cause of density-dependent mortality in three species of reef fishes,ECOLOGY,"Determining the mechanisms by which natural populations are regulated is a key issue in ecology. Identifying the biological causes of density dependence has, however, proved difficult in many systems. In this study we tested whether adults of three species of reef fish (all gobies) suffered density-dependent mortality, and whether the density-dependent component of mortality was caused by predation. We used field experiments to test for density dependence in each prey species, manipulating the presence of predators and prey density in a factorial design. Prey were stocked on replicate patches of reef constructed of natural materials, with each reef receiving a different density of gobies. Predatory fishes were excluded from half of the reefs using a combination of removals and exclusion cages. Survival of the first species, Lythrypnus dalli, was high and density independent on reefs free of predators, but declined rapidly with increasing density on reefs to which predators had access. Density dependence in L. dalli was thus a result of mortality inflicted by predatory fishes. In the second species, Coryphopterus nicholsii, predators caused a large reduction in the survival in one experiment but had a negligible effect in a second experiment. More importantly, though, survival of C. nicholsii was always independent of its density, regardless of predator presence. In the final species. Coryphopterus glaucofraenum, two separate experiments showed that natural changes in adult abundance (experiment 1) and survival of stocked adults (experiment 2) were density-dependent regardless of predator presence. Both experiments thus indicated that the density-dependent component of loss in C. glaucofraenum was caused, at least in part, by an interaction other than predation. The presence, intensity, and biological cause of density-dependent survival were thus strikingly different for each of these three fishes, despite the fact that they are taxonomically closely related and ecologically similar. These findings suggest a need for further studies aimed at predicting under what circumstances different mechanisms of population regulation will operate.",59,59,SEP,2000,81,9,2416,2427,NA,30,Forrester and Steele 2000,33.45,-118.4833333,Ecology,paired,92,DI,yes,-0.00922,0.00478,0.000495,0.000387,2.28E-05,1.50E-07,Exp,,Gobiidae,Rhinogobiops_nicholsii,planktivore and carnivore,NA,reef,California,Pacific,absent,60,38.5,mmSL,38.5
79,94,fig3b-with preds,163,yes,fig3b-with preds,no,Yes,yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Forrester, GE; Steele, MA",Variation in the presence and cause of density-dependent mortality in three species of reef fishes,ECOLOGY,"Determining the mechanisms by which natural populations are regulated is a key issue in ecology. Identifying the biological causes of density dependence has, however, proved difficult in many systems. In this study we tested whether adults of three species of reef fish (all gobies) suffered density-dependent mortality, and whether the density-dependent component of mortality was caused by predation. We used field experiments to test for density dependence in each prey species, manipulating the presence of predators and prey density in a factorial design. Prey were stocked on replicate patches of reef constructed of natural materials, with each reef receiving a different density of gobies. Predatory fishes were excluded from half of the reefs using a combination of removals and exclusion cages. Survival of the first species, Lythrypnus dalli, was high and density independent on reefs free of predators, but declined rapidly with increasing density on reefs to which predators had access. Density dependence in L. dalli was thus a result of mortality inflicted by predatory fishes. In the second species, Coryphopterus nicholsii, predators caused a large reduction in the survival in one experiment but had a negligible effect in a second experiment. More importantly, though, survival of C. nicholsii was always independent of its density, regardless of predator presence. In the final species. Coryphopterus glaucofraenum, two separate experiments showed that natural changes in adult abundance (experiment 1) and survival of stocked adults (experiment 2) were density-dependent regardless of predator presence. Both experiments thus indicated that the density-dependent component of loss in C. glaucofraenum was caused, at least in part, by an interaction other than predation. The presence, intensity, and biological cause of density-dependent survival were thus strikingly different for each of these three fishes, despite the fact that they are taxonomically closely related and ecologically similar. These findings suggest a need for further studies aimed at predicting under what circumstances different mechanisms of population regulation will operate.",59,59,SEP,2000,81,9,2416,2427,NA,30,Forrester and Steele 2000,33.45,-118.4833333,Ecology,paired,94,DI,yes,0,0,-0.00052,0.000162,0,2.62E-08,Exp,,Gobiidae,Rhinogobiops_nicholsii,planktivore and carnivore,NA,reef,California,Pacific,present,75,44.2,mmSL,44.2
80,95,fig3b-without preds,163,yes,fig3b-without preds,no,Yes,yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Forrester, GE; Steele, MA",Variation in the presence and cause of density-dependent mortality in three species of reef fishes,ECOLOGY,"Determining the mechanisms by which natural populations are regulated is a key issue in ecology. Identifying the biological causes of density dependence has, however, proved difficult in many systems. In this study we tested whether adults of three species of reef fish (all gobies) suffered density-dependent mortality, and whether the density-dependent component of mortality was caused by predation. We used field experiments to test for density dependence in each prey species, manipulating the presence of predators and prey density in a factorial design. Prey were stocked on replicate patches of reef constructed of natural materials, with each reef receiving a different density of gobies. Predatory fishes were excluded from half of the reefs using a combination of removals and exclusion cages. Survival of the first species, Lythrypnus dalli, was high and density independent on reefs free of predators, but declined rapidly with increasing density on reefs to which predators had access. Density dependence in L. dalli was thus a result of mortality inflicted by predatory fishes. In the second species, Coryphopterus nicholsii, predators caused a large reduction in the survival in one experiment but had a negligible effect in a second experiment. More importantly, though, survival of C. nicholsii was always independent of its density, regardless of predator presence. In the final species. Coryphopterus glaucofraenum, two separate experiments showed that natural changes in adult abundance (experiment 1) and survival of stocked adults (experiment 2) were density-dependent regardless of predator presence. Both experiments thus indicated that the density-dependent component of loss in C. glaucofraenum was caused, at least in part, by an interaction other than predation. The presence, intensity, and biological cause of density-dependent survival were thus strikingly different for each of these three fishes, despite the fact that they are taxonomically closely related and ecologically similar. These findings suggest a need for further studies aimed at predicting under what circumstances different mechanisms of population regulation will operate.",59,59,SEP,2000,81,9,2416,2427,NA,30,Forrester and Steele 2000,33.45,-118.4833333,Ecology,paired,94,DI,yes,-0.001388324,0.00222,-0.000158909,0.000211,4.93E-06,4.45E-08,Exp,,Gobiidae,Rhinogobiops_nicholsii,planktivore and carnivore,NA,reef,California,Pacific,absent,75,44.2,mmSL,44.2
81,96,fig3c-with preds,163,yes,fig3c-with preds,no,Yes,yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Forrester, GE; Steele, MA",Variation in the presence and cause of density-dependent mortality in three species of reef fishes,ECOLOGY,"Determining the mechanisms by which natural populations are regulated is a key issue in ecology. Identifying the biological causes of density dependence has, however, proved difficult in many systems. In this study we tested whether adults of three species of reef fish (all gobies) suffered density-dependent mortality, and whether the density-dependent component of mortality was caused by predation. We used field experiments to test for density dependence in each prey species, manipulating the presence of predators and prey density in a factorial design. Prey were stocked on replicate patches of reef constructed of natural materials, with each reef receiving a different density of gobies. Predatory fishes were excluded from half of the reefs using a combination of removals and exclusion cages. Survival of the first species, Lythrypnus dalli, was high and density independent on reefs free of predators, but declined rapidly with increasing density on reefs to which predators had access. Density dependence in L. dalli was thus a result of mortality inflicted by predatory fishes. In the second species, Coryphopterus nicholsii, predators caused a large reduction in the survival in one experiment but had a negligible effect in a second experiment. More importantly, though, survival of C. nicholsii was always independent of its density, regardless of predator presence. In the final species. Coryphopterus glaucofraenum, two separate experiments showed that natural changes in adult abundance (experiment 1) and survival of stocked adults (experiment 2) were density-dependent regardless of predator presence. Both experiments thus indicated that the density-dependent component of loss in C. glaucofraenum was caused, at least in part, by an interaction other than predation. The presence, intensity, and biological cause of density-dependent survival were thus strikingly different for each of these three fishes, despite the fact that they are taxonomically closely related and ecologically similar. These findings suggest a need for further studies aimed at predicting under what circumstances different mechanisms of population regulation will operate.",59,59,SEP,2000,81,9,2416,2427,NA,30,Forrester and Steele 2000,33.45,-118.4833333,Ecology,unpaired,96,DI,yes,-0.004307092,0.00261,-0.000738615,0.000635,6.81E-06,4.03E-07,Exp,,Gobiidae,Rhinogobiops_nicholsii,planktivore and carnivore,NA,reef,California,Pacific,present,135,57.5,mmSL,57.5
82,97,fig5-with preds,163,yes,fig5-with preds,no,Yes,yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Forrester, GE; Steele, MA",Variation in the presence and cause of density-dependent mortality in three species of reef fishes,ECOLOGY,"Determining the mechanisms by which natural populations are regulated is a key issue in ecology. Identifying the biological causes of density dependence has, however, proved difficult in many systems. In this study we tested whether adults of three species of reef fish (all gobies) suffered density-dependent mortality, and whether the density-dependent component of mortality was caused by predation. We used field experiments to test for density dependence in each prey species, manipulating the presence of predators and prey density in a factorial design. Prey were stocked on replicate patches of reef constructed of natural materials, with each reef receiving a different density of gobies. Predatory fishes were excluded from half of the reefs using a combination of removals and exclusion cages. Survival of the first species, Lythrypnus dalli, was high and density independent on reefs free of predators, but declined rapidly with increasing density on reefs to which predators had access. Density dependence in L. dalli was thus a result of mortality inflicted by predatory fishes. In the second species, Coryphopterus nicholsii, predators caused a large reduction in the survival in one experiment but had a negligible effect in a second experiment. More importantly, though, survival of C. nicholsii was always independent of its density, regardless of predator presence. In the final species. Coryphopterus glaucofraenum, two separate experiments showed that natural changes in adult abundance (experiment 1) and survival of stocked adults (experiment 2) were density-dependent regardless of predator presence. Both experiments thus indicated that the density-dependent component of loss in C. glaucofraenum was caused, at least in part, by an interaction other than predation. The presence, intensity, and biological cause of density-dependent survival were thus strikingly different for each of these three fishes, despite the fact that they are taxonomically closely related and ecologically similar. These findings suggest a need for further studies aimed at predicting under what circumstances different mechanisms of population regulation will operate.",59,59,SEP,2000,81,9,2416,2427,NA,30,Forrester and Steele 2000,33.45,-118.4833333,Ecology,paired,97,DD,yes,0,0,-0.1262,0.064,0,0.004096,Exp,,Gobiidae,Coryphopterus_glaucofraenum,carnivore,2.67,reef,Bahamas,Caribbean,present,180,40,mmSL,40
83,98,fig5-without preds,163,yes,fig5-without preds,no,Yes,yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Forrester, GE; Steele, MA",Variation in the presence and cause of density-dependent mortality in three species of reef fishes,ECOLOGY,"Determining the mechanisms by which natural populations are regulated is a key issue in ecology. Identifying the biological causes of density dependence has, however, proved difficult in many systems. In this study we tested whether adults of three species of reef fish (all gobies) suffered density-dependent mortality, and whether the density-dependent component of mortality was caused by predation. We used field experiments to test for density dependence in each prey species, manipulating the presence of predators and prey density in a factorial design. Prey were stocked on replicate patches of reef constructed of natural materials, with each reef receiving a different density of gobies. Predatory fishes were excluded from half of the reefs using a combination of removals and exclusion cages. Survival of the first species, Lythrypnus dalli, was high and density independent on reefs free of predators, but declined rapidly with increasing density on reefs to which predators had access. Density dependence in L. dalli was thus a result of mortality inflicted by predatory fishes. In the second species, Coryphopterus nicholsii, predators caused a large reduction in the survival in one experiment but had a negligible effect in a second experiment. More importantly, though, survival of C. nicholsii was always independent of its density, regardless of predator presence. In the final species. Coryphopterus glaucofraenum, two separate experiments showed that natural changes in adult abundance (experiment 1) and survival of stocked adults (experiment 2) were density-dependent regardless of predator presence. Both experiments thus indicated that the density-dependent component of loss in C. glaucofraenum was caused, at least in part, by an interaction other than predation. The presence, intensity, and biological cause of density-dependent survival were thus strikingly different for each of these three fishes, despite the fact that they are taxonomically closely related and ecologically similar. These findings suggest a need for further studies aimed at predicting under what circumstances different mechanisms of population regulation will operate.",59,59,SEP,2000,81,9,2416,2427,NA,30,Forrester and Steele 2000,33.45,-118.4833333,Ecology,paired,97,DD,yes,0,0,-0.0134,0.00162,0,2.62E-06,Exp,,Gobiidae,Coryphopterus_glaucofraenum,carnivore,2.67,reef,Bahamas,Caribbean,absent,180,40,mmSL,40
86,101,Fig3,165,yes,"Fig3 -- but note that the juveniles were ""39-72mm SL"", and I'm not sure how old these are (esp given live birth).","YES-sortof-""juvenile""",no,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Anderson, TW","Predator responses, prey refuges, and density-dependent mortality of a marine fish",ECOLOGY,"Detection of density dependence in animal populations is a primary goal of population ecology, and the processes causing density dependence play a major role in population regulation. Predation can strongly regulate populations by populational and behavioral responses of predators to their prey. Here I evaluate the existence and strength of density-dependent mortality in local populations of a reef fsh, the kelp perch (Brachyistius frenatus), caused by its predator, the kelp bass (Paralabrax clathratus). Specifically, I examine both the functional response and a potential aggregative response by kelp bass as mechanisms underlying predator-induced density-dependent mortality. I calculated the per capita mortality of kelp perch as a result of the functional response of its predator by subjecting a range of densities of kelp perch to a low, constant number of kelp bass and different amounts of giant kelp (Macrocystis,pyrifera) as habitat structure and a potential prey refuge. The potential for an aggregative response by kelp bass was determined by exposing densities of kelp perch to natural levels of kelp bass in the field. Per capita mortality of kelp perch in the laboratory was inversely density dependent to density independent with increasing habitat structure. By contrast, per capita mortality in the field was strongly density dependent, with evidence for an aggregative response by kelp bass. Furthermore, emigration and other nonpredatory losses of kelp perch from field plots were negligible, indicating that the product of the functional and aggregative responses by kelp bass induced density-dependent mortality in kelp perch. My results indicated that increasing habitat structural complexity at low densities of kelp perch, coupled with a strong aggregative response by kelp bass, was responsible for the observed pattern of density-dependent mortality. In addition, the distribution and relative abundances of kelp perch and kelp bass at larger spatial scales (entire reefs) were consistent with predation as an important process structuring local populations of kelp perch. The contrasting patterns of short-term per capita mortality found here underscore the need to evaluate both the functional and aggregative responses of predators to their prey. Ultimately, the pattern of mortality expressed will be determined by the relative strengths of these behavioral responses and the degree to which habitat structure provides an effective prey refuge.",186,192,JAN,2001,82,1,245,257,NA,32,"Anderson, 2001",33.45,-118.4833333,Ecology,unpaired,101,DD,yes,0,0,-0.0306,0.0063,0,3.97E-05,Exp,5,Embiotocidae,Brachyistius_frenatus,carnivore,3.5,reef,California,Pacific,present,183,55.5,mmSL,55.5
84,99,"Fig3, expt, T. hardwicke-JS00",174,yes,"Fig 3,and either Fig 2 or 4 are good;  2 and 4 are the same data (expressed in two ways).   Data in Fig5 (number vs. density) are repeated in #195 (we should use 195, not this paper).",Yes,No,Yes,YES-but only partly,SINGLE,1,Yes,Depleted,Binomial,yes,"Shima, JS",Regulation of local populations of a coral reef fish via joint effects of density- and number-dependent mortality,OECOLOGIA,"Density-dependent mortality can regulate local populations - effectively minimizing the likelihood of local extinctions and unchecked population growth. It is considered particularly important for many marine reef organisms with demographically open populations that lack potential regulatory mechanisms tied to local reproduction. While density-dependent mortality has been documented frequently for reef fishes, few studies have explored how the strength of density-dependence varies with density, or how density-dependence may be modified by numerical effects (i.e., number-dependent mortality). Both issues can have profound effects on spatial patterns of abundance and the regulation of local populations. I address these issues through empirical studies in Moorea, French Polynesia, of the six bar wrasse (Thalassoma hardwicke), a reef fish that settles to isolated patch reefs. Per capita mortality rates of newly settled wrasse increased as a function of density and were well approximated by the Beverton-Holt function for both naturally formed and experimentally generated juvenile cohorts. Average instantaneous mortality rates were a decelerating function of initial densities, indicating the per capita strength of density-dependence decreased with density. Results of a factorial manipulation of density and group size indicate that per capita mortality rates were simultaneously density- and number-dependent; fish at higher densities and/or in groups had higher probabilities of disappearing from patch reefs compared with fish that were solitary and/or at lower densities, Mortality rates were similar to 30% higher for fish at densities of 0.5 fish/m(2) than at 0.25 fish/m(2). Similarly, mortality rates increased by similar to 45% when group size was increased from 1 to 2 individuals per patch, even when density was kept constant. These observations suggest that the number of interacting individuals, independent of patch size (i.e., density independent effects) can contribute to regulation of local populations. Overall, this work highlights a greater need to consider numerical effects in addition to density effects when exploring sources of population regulation.",44,44,JAN,2001,126,1,58,65,10.1007/s004420000486,31,Shima 2001,-17.5,-149.8333333,Oecologia,unpaired,99,DD,yes,-0.05344035,0.0448,-0.121480648,0.0678,0.00200704,0.00459684,Exp,6,Labridae,Thalassoma_hardwicke,carnivore,NA,reef,Moorea,Pacific,present,3,10,mmSL,10
85,100,"Fig4, obs, T.hardwicke-JS00",174,yes,"Fig 4 (data in Fig 2 the same, but presented differently)",Yes,No,Yes,No (subset of data  used in Shima and Osenberg; but s&O is more complete and not pooled),SINGLE,1,Yes,Depleted,Binomial,no,"Shima, JS",Regulation of local populations of a coral reef fish via joint effects of density- and number-dependent mortality,OECOLOGIA,"Density-dependent mortality can regulate local populations - effectively minimizing the likelihood of local extinctions and unchecked population growth. It is considered particularly important for many marine reef organisms with demographically open populations that lack potential regulatory mechanisms tied to local reproduction. While density-dependent mortality has been documented frequently for reef fishes, few studies have explored how the strength of density-dependence varies with density, or how density-dependence may be modified by numerical effects (i.e., number-dependent mortality). Both issues can have profound effects on spatial patterns of abundance and the regulation of local populations. I address these issues through empirical studies in Moorea, French Polynesia, of the six bar wrasse (Thalassoma hardwicke), a reef fish that settles to isolated patch reefs. Per capita mortality rates of newly settled wrasse increased as a function of density and were well approximated by the Beverton-Holt function for both naturally formed and experimentally generated juvenile cohorts. Average instantaneous mortality rates were a decelerating function of initial densities, indicating the per capita strength of density-dependence decreased with density. Results of a factorial manipulation of density and group size indicate that per capita mortality rates were simultaneously density- and number-dependent; fish at higher densities and/or in groups had higher probabilities of disappearing from patch reefs compared with fish that were solitary and/or at lower densities, Mortality rates were similar to 30% higher for fish at densities of 0.5 fish/m(2) than at 0.25 fish/m(2). Similarly, mortality rates increased by similar to 45% when group size was increased from 1 to 2 individuals per patch, even when density was kept constant. These observations suggest that the number of interacting individuals, independent of patch size (i.e., density independent effects) can contribute to regulation of local populations. Overall, this work highlights a greater need to consider numerical effects in addition to density effects when exploring sources of population regulation.",44,44,JAN,2001,126,1,58,65,10.1007/s004420000486,31,Shima 2001,-17.5,-149.8333333,Oecologia,unpaired,100,DD,yes,-0.004916372,0.00255,-0.013966201,0.00438,6.50E-06,1.92E-05,Obs,,Labridae,Thalassoma_hardwicke,carnivore,NA,reef,Moorea,Pacific,present,1,10,mmSL,10
90,105,"Fig5a, patch reef",175,"maybe-can keep in file, but the data are aggregated across many spp.","Fig5a.  Data are aggregated across species,",Yes,No,Yes,YES,SINGLE,5 families,Yes,Depleted,Binomial,no,"Stewart, BD; Jones, GP",Associations between the abundance of piscivorous fishes and their prey on coral reefs: implications for prey-fish mortality,MARINE BIOLOGY,"Few studies have examined predator-prey relationships in diverse communities such as those found on coral reefs. Here we examined patterns of spatial and temporal association between the local abundance of predator and prey fishes at Lizard Island on the Great Barrier Reef, Australia. We predicted that the nature of this association would have implications for patterns of prey-fish mortality. Strong positive relationships between prey and piscivore abundance were found throughout the study. Greater densities of predators and of prey were found on patch-reef habitats, compared with contiguous reef-slope habitats. Declines in prey-fish abundance on patch reefs were density-dependent and correlated with the densities of predators. The relative roles of recruitment and piscivore movement in determining patterns of predator and prey abundance were assessed from surveys of recruit densities and an intensive programme of tagging two species of rock-cod, Cephalopholis cyanostigma and C. boenak (Serranidae), over 2 years. Patterns of recruitment explained little of the variation in the abundance and distribution of piscivorous fish. If movement explains large-scale patterns of distribution, this was not evident from the tagging study. The two rock-cod species were highly sedentary, with individuals on patch reefs seldom moving among reefs. Individuals on reef slopes were also highly site-attached, although they moved greater distances than those on patch reefs. Although the mechanisms responsible remain to be determined, this study demonstrated strong associations between the abundance of piscivorous fish and their prey on coral reefs. This relationship appeared to be an important factor in producing density-dependent declines in the abundance of prey.",89,91,FEB,2001,138,2,383,397,10.1007/s002270000468,35,Stewart and Jones 2001,-14.6666667,145.4666667,Marine Biology,unpaired,105,DD,yes,-0.00244,0.000733,-6.47E-05,2.40E-05,5.37E-07,5.76E-10,Obs,,Pomacentridae; Apogonidae,Several Species_Several Species,planktivore,NA,reef,Australia,Pacific,present,NA,25,mmSL,25
91,106,"Fig5b, contiguous reef",175,"maybe-can keep in file, but the data are aggregated across many spp.","Fig5b.  Data are aggregated across species,",Yes,No,Yes,YES,SINGLE,5 families,Yes,Depleted,Binomial,no,"Stewart, BD; Jones, GP",Associations between the abundance of piscivorous fishes and their prey on coral reefs: implications for prey-fish mortality,MARINE BIOLOGY,"Few studies have examined predator-prey relationships in diverse communities such as those found on coral reefs. Here we examined patterns of spatial and temporal association between the local abundance of predator and prey fishes at Lizard Island on the Great Barrier Reef, Australia. We predicted that the nature of this association would have implications for patterns of prey-fish mortality. Strong positive relationships between prey and piscivore abundance were found throughout the study. Greater densities of predators and of prey were found on patch-reef habitats, compared with contiguous reef-slope habitats. Declines in prey-fish abundance on patch reefs were density-dependent and correlated with the densities of predators. The relative roles of recruitment and piscivore movement in determining patterns of predator and prey abundance were assessed from surveys of recruit densities and an intensive programme of tagging two species of rock-cod, Cephalopholis cyanostigma and C. boenak (Serranidae), over 2 years. Patterns of recruitment explained little of the variation in the abundance and distribution of piscivorous fish. If movement explains large-scale patterns of distribution, this was not evident from the tagging study. The two rock-cod species were highly sedentary, with individuals on patch reefs seldom moving among reefs. Individuals on reef slopes were also highly site-attached, although they moved greater distances than those on patch reefs. Although the mechanisms responsible remain to be determined, this study demonstrated strong associations between the abundance of piscivorous fish and their prey on coral reefs. This relationship appeared to be an important factor in producing density-dependent declines in the abundance of prey.",89,91,FEB,2001,138,2,383,397,10.1007/s002270000468,35,Stewart and Jones 2001,-14.6666667,145.4666667,Marine Biology,unpaired,106,DI,yes,-0.00116,0.0014,-0.00032,0.00288,1.96E-06,8.29E-06,Obs,,Pomacentridae; Apogonidae,Several Species_Several Species,planktivore,NA,reef,Australia,Pacific,present,NA,25,mmSL,25
89,104,Fig 5,182,no,"Fig5.   but these data are also reported in other papers: e.g., Figs 2&4 of 174, which are less aggregated than  here.  Use the full CDD dataset.",Yes,No,Yes,NO,SINGLE,1,Yes,Depleted,Binomial,no,"Shima, JS","Recruitment of a coral reef fish: Roles of settlement, habitat, and postsettlement losses",ECOLOGY,"Multiple processes typically influence patterns of abundance. Despite this widely accepted view, many studies continue to approach ecological questions from a single-factor, or, at most. a two-factor perspective. Here, I evaluate the consequences of considering, separately and jointly, the effects of three factors (larval settlement, reef resources, and postsettlement losses) on spatial patterns of abundance of a marine reef fish, the six bar wrasse (Thalassoma hardwicke). Using correlational methods commonly employed in single-factor studies. I show that local patterns of abundance of juvenile wrasse could be attributed entirely to either (1) patterns of abundance of settlement habitat, or (2) patterns of larval settlement. This result occurred because habitat and presumed larval delivery covaried in space. I manipulated abundance of settlement habitat in a field experiment to uncouple this covariation and found subsequent settlement to be simultaneously influenced by both factors. However. joint effects of habitat and settlement failed to account for patterns of abundance of juvenile wrasse without also considering a third factor-postsettlement losses-which were density-dependent and substantially modified patterns of settlement. These results illustrate (1) how multifactorial explanations may be falsely refuted when incomplete sets of multiple factors are considered, and (2) how single-factor explanations may misrepresent underlying multifactorial causation of ecological patterns. Uncovering the interactive role of multiple factors in determining ecological patterns of interest requires a shift from single-factor approaches to more pluralistic perspectives.",57,57,AUG,2001,82,8,2190,2199,10.2307/2680225,34,"Shima, 2001",-17.5,-149.8333333,Ecology,unpaired,104,DD,yes,-0.00071,0.00232,-0.0181,0.00509,5.38E-06,2.59E-05,Obs,,Labridae,Thalassoma_hardwicke,carnivore,NA,reef,Moorea,Pacific,present,1,12,mmSL,12
87,102,caged,188,yes,Fig4.  D. auranus were 10-20mm TL: area of artificial reefs was 14x15 cm2,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Nanami, A; Nishihira, A",Survival rates of juvenile coral reef fishes differ between patchy and continuous habitats,BULLETIN OF MARINE SCIENCE,"Predation has been thought to be a major factor organizing coral reef fish assemblages, and some reports have suggested that predation pressure varies according to the habitat type. We hypothesized that variation in predation pressure is caused by the spatial patterns of coral colonies, i.e., a continuous or a patchy distribution. We conducted field experiments to determine whether (1) survival of juvenile varies between sites with different habitat characteristics, (2) predation pressure is density-dependent, and (3) small-sized juveniles are susceptible to predation. For experiments, juvenile Dascyllus aruanus were released into model coral colonies, covered or not covered with a cage, set at two contrasting sites (continuous habitat: continuous reef, patchy habitat: sandy bottom) on a coral reef in Okinawa. The density of predators was not significantly different between continuous habitat (continuous reef) and isolated habitat (sandy bottom), Just after the start of the experiment, a higher proportion of juveniles moved out from the model colonies at continuous reef, while a smaller proportion of them tended to stay in the colonies at sandy bottom. Fish survived significantly better in the uncaged treatment at continuous reef than at sandy bottom. The survival of large juveniles was greater than that of small juveniles, although it was not significantly different. Although predation pressure did not have a density-dependent effect on juvenile mortality, the trend toward density-dependent survival was stronger at sandy bottom than at continuous reef, suggesting that a density-dependent effect of predation might occur more frequently in isolated habitat. Our findings indicate that predation pressure is affected by the habitat structure.",14,14,NOV,2001,69,3,1209,1221,NA,33,Nanami and Nishihira 2001,26.6333333,127.8666667,Bulletin of Marine Science,paired,102,DI,yes,NA,NA,NA,NA,NA,NA,Exp,,Pomacentridae,Dascyllus_aruanus,planktivore,3.349999905,reef,Japan,Pacific,absent,20,15,mmTL,12
88,103,uncaged,188,yes,Fig4.  D. auranus were 10-20mm TL: area of artificial reefs was 14x15 cm2,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Nanami, A; Nishihira, A",Survival rates of juvenile coral reef fishes differ between patchy and continuous habitats,BULLETIN OF MARINE SCIENCE,"Predation has been thought to be a major factor organizing coral reef fish assemblages, and some reports have suggested that predation pressure varies according to the habitat type. We hypothesized that variation in predation pressure is caused by the spatial patterns of coral colonies, i.e., a continuous or a patchy distribution. We conducted field experiments to determine whether (1) survival of juvenile varies between sites with different habitat characteristics, (2) predation pressure is density-dependent, and (3) small-sized juveniles are susceptible to predation. For experiments, juvenile Dascyllus aruanus were released into model coral colonies, covered or not covered with a cage, set at two contrasting sites (continuous habitat: continuous reef, patchy habitat: sandy bottom) on a coral reef in Okinawa. The density of predators was not significantly different between continuous habitat (continuous reef) and isolated habitat (sandy bottom), Just after the start of the experiment, a higher proportion of juveniles moved out from the model colonies at continuous reef, while a smaller proportion of them tended to stay in the colonies at sandy bottom. Fish survived significantly better in the uncaged treatment at continuous reef than at sandy bottom. The survival of large juveniles was greater than that of small juveniles, although it was not significantly different. Although predation pressure did not have a density-dependent effect on juvenile mortality, the trend toward density-dependent survival was stronger at sandy bottom than at continuous reef, suggesting that a density-dependent effect of predation might occur more frequently in isolated habitat. Our findings indicate that predation pressure is affected by the habitat structure.",14,14,NOV,2001,69,3,1209,1221,NA,33,Nanami and Nishihira 2001,26.6333333,127.8666667,Bulletin of Marine Science,paired,102,DI,yes,NA,NA,NA,NA,NA,NA,Exp,,Pomacentridae,Dascyllus_aruanus,planktivore,3.349999905,reef,Japan,Pacific,present,20,15,mmTL,12
